0153A7AB 00B52719
00A281E9 02B90A3D
017AA40E 027EAD6E
029F536A 00049888
0017693B 01E62B93
017611E1 008D81D7
004D486B 007C0266
019AECE8 00098FDE
02A39C67 013C813B
01E5BA40 00027A2D
005425A8 00C8B5EB
00CB177C 0070413F
011CD784 0141B6BC
00623706 003597F2
014118D1 03EC166D
001530AE 00968F96
00CE7EB9 006915A7
0108A101 02381745
00E67773 000AC376
00D2FAB7 006AEFF1
005C3559 00D76B03
014E7AD0 011574FA
002873D4 018E4C99
04E767CC 006122FB
0230ED71 00CFAC68
0073F8A3 023A6B41
006713EE 005B10DF
014CE4FB 00FC7445
00CB8535 0093A1BE
00136010 01755879
00764744 00518161
000EF86F 0025DDC9
0035FC48 007E352C
00FBAE08 007C7C49
00C7C6E6 00E7B38F
0028BEC0 014CAE65
0166286F 02EFB0D9
002650E1 0000BCF6
01B89431 00401A8D
02A05B02 0256332A
043A09A0 0021BD38
001EC909 01300E9C
00B8E263 01724AA4
0027D051 008C27F1
01196074 011A86C0
004BA073 002E4FC7
00DCDA74 01E092FC
005CF8EC 023A8209
006ECB18 007997AA
0090C526 032300E2
009D580D 0004E62C
0369321A 016E78CD
0218FCF4 004BAAE8
0009C7EF 00043E77
01CBC179 01566607
006EA346 02E546FD
005C3099 00ED3BAA
003CF9AD 0142EB79
010FBB3C 030509C1
00EE581E 00DB7A88
00FE6C2E 02200A78
020B509A 001B5229
02071C96 00643F32
008ACE8C 02CB1831
026F2E62 00113BE3
00294B8F 0005AD40
00360818 0040B96A
0187F255 01284022
006F67B3 009FCAE6
00AC632E 01137214
0045D14E 0219F99F
00F84E05 004325DB
041BA21F 02D7EDE6
01C73B05 001B5F2B
010CA312 01F8CB93
02696320 002338F1
006BD41A 00BD1668
002E96F2 021185A0
00241E89 00AC431B
0234D81F 004216F8
00507F76 01B0B06E
011E0CDA 002DDA89
002C7444 0067CAB8
01BD7EA3 001B243D
01B70062 0066DA0C
00826220 01A2711A
021328CB 0135688C
005B2BF0 02C031C2
0167FB31 0075AAFA
000D962E 012907C1
008FC2A7 01261014
019665C4 01EEB3E5
021857A2 00750DEE
01036117 00C95C0E
00C0FFBD 01928569
006157D0 0063A4E4
01F2DC2B 0004D631
02943806 005E23EE
006C3ACE 012E93B9
007DBFD2 0036587E
010A620D 0041122A
009ECDF1 013A4C7B
017F9AF2 00219FDE
00051222 00D196F8
002F2EDF 01F7D3C6
015B27B3 000DA4FC
00EAC459 02876F03
00CC74B3 02FC7D31
0498637D 004DD519
0059BAA3 012D86AF
002E350F 007BE2D9
00FDF0B9 000C2800
02E6C4AB 04623024
03ACA938 0000ADFC
00624C54 000FF713
00724912 005E104B
010AAA77 0120D9AB
004379E8 0013C7DF
000FA53E 01158AF9
010BEFC8 007EAC81
002F7B0E 036D6AD4
0029EFC5 01071676
04E0B567 009C5119
00BE1F3E 00578377
0032F08F 00C1A098
00E15CE9 008A5DFA
004B1F1D 003FF401
0006FD43 00C53A4A
004B27F4 018FB742
00FE9263 005A2CB1
02890EC1 0041E9BF
0380A2E7 001BB581
00487B5E 0070FFF8
00238972 0015725A
00012C9B 0070B7DF
001D10D0 000DE430
00905EA4 004EAC5B
01651A1A 0001BFBF
00842B84 00072948
00927EB7 0334ACE1
001D2A13 001006EE
009440C0 0043DE34
00904BFF 0015E2F0
0035B2A0 000348C4
02ABCEC9 011DB3A6
003FF0A3 01C80C40
02145024 0115F243
00303563 00670032
008AA3D1 007487F8
015E641B 00CF8860
004A1DDA 007AF862
008DB387 01B0DA19
016E29FB 0344A5D1
001F8D66 01DF70D8
0055F4E9 001816A3
001CC61D 031E6B2D
01753961 0192A5F7
02297C10 005E566C
00158559 02C0DE39
01ED1493 0049AE68
0017ED71 019385B9
007E6DCE 00024C75
041D7573 00431EF1
0162D344 0179158F
015263B3 0041BC9A
0169FEA9 00A8FF17
0175809E 005E9C39
002812A4 010D1D93
00119630 02972A15
010C8F7A 00188D1D
00B3295E 00382827
008D5996 000A5586
0191FE25 0313C971
000B86CC 009215CE
011BFB9E 00459BBE
0086D93B 004A1328
020A0339 01026B47
000B7D58 01F467E3
001ECBAD 01464249
012A865D 0098D70F
010684BA 0018B95D
02D1BB48 0109A358
012E5D0A 01989539
017E5C7C 02E48E42
04193134 016A5E5B
00AF3298 01B88A33
013582E9 00366789
0138FBF0 007C8F14
00024B8E 041F0DE2
00F4E3A3 05F6A9A9
00E83D09 0016C5AE
00118764 004B2D09
0099F4C9 002C5C12
004F2E6A 00247E39
013DFA6C 00436A57
01F4297C 0125E845
01168773 0024AD0E
008AD456 0153A964
00008A83 01622C9C
000D8690 0051D3ED
01AF96A7 0086BB8D
00BBA3FD 00F3CFB9
009C0B14 01A14132
027B65CA 01B70DDD
0317ED35 03062CDF
00039C21 001D9F54
00540292 0026D5FA
035CD236 0047E0C2
02EF5C4C 004B5079
00320E59 02142A0F
0413AFBE 006B9900
014EE394 01505CCF
00544657 00F69A53
0278D412 00C76D70
00D931E6 0049C219
00250432 00762233
0084F3A7 005386AB
00374E57 00848465
0518D70B 0299EC70
0157E3C9 00B1B14E
013B07E9 0019B1DE
0104364C 00092E22
0590ACC7 0087CA2C
01D374CD 014B3009
00D30A81 02398B93
00E6ED5D 00824438
00A6AC73 0034ADB4
001B0EE7 002A8C09
000D62FC 00F0562B
011DE83A 0084F3F3
02856A5A 017E037F
005B89E8 014DFF29
0187BED5 0006FE77
000AE610 01C2987E
00E1DE94 0010C56C
00A0745C 017FF06F
00751436 019FE1C7
02424F3A 00F372BD
00E92D5E 02B4B99F
00007F6F 0019D4B2
001F0EE7 013DA917
01389658 00DD568C
005DD312 00D3D5B0
013B4962 022B430E
01849C02 002B798D
001E6D48 0022F4BD
00321C89 00F5EB39
0042119D 00DB6A8B
0064A831 004D00BA
01F2D1A3 0035C5C1
0151A30E 00A26307
0161F324 00A245E4
0044AEE4 00692117
008ACC4B 00716931
00D9A794 002BDF9D
00764F5B 000A40A8
00B00607 00CD45E7
0046F04D 005AD5D0
004866D4 0009647A
0140FE30 00E98EFA
0030A6DF 00989616
0229A3C5 0032B149
00DA8172 005271C7
01908DB9 00478582
03B42710 002A335D
0266CFF1 01263724
00717717 00168ACA
00C7FC6B 00284C28
00A12F11 005F8EE8
022BF7F1 00943429
0043D041 008A9B99
008447F1 03A3BB86
011E77CC 0084A70C
0152F286 0031DFC1
00BBB420 00FE1803
008AAB7C 004D17E0
0040347C 00942851
007C97F1 011A684C
01456C3D 00B5C0B5
007620F7 008318B8
003C29FC 014191A4
0122C014 007B6D5C
00B0180B 01411996
000F2845 003FEE14
00CF9AB6 007D460D
0142EF72 001C1730
00B916A5 00723468
008AF8CB 00BBF372
000E12FD 01854999
02B169DD 0262DAC4
008234BF 00F00C1A
02CA1C60 0104B85B
0206AC6F 0017C36C
0096CFB1 030E4086
000925DC 000ABF3A
00B90C40 00E907CE
00D83B86 0115CC57
02D6D967 00A3C8A8
01DA49CB 0086509F
004935D0 019B3158
00047CC8 020EFC15
006898FA 0038866E
0062994E 019E6F68
003A5D90 03A03E19
0035C2B6 021A542B
0113ED73 00AFD8EB
00CC2DBE 00228D10
02FC4A3B 000919E3
000DB203 0070958D
0061813D 024AE380
00276B82 02288137
0193EA4D 005A8488
00C927EF 011D6211
002E8A3D 00185356
0069A49F 01616957
019A1F0D 029F00E4
014B2EE8 0242E869
02FEC535 0083A4B8
008B42A2 000BF043
00765A2F 0089A3D8
00647FBD 00343F02
001DDDF8 0111188D
018EDC99 00630232
0107D067 02C6F27A
0374D8F2 009E534B
052B8CD0 009B1579
00904A5D 02911EE1
01B8B84D 00D41572
00264ACB 01991205
013057B7 04AE3535
00B5BB7B 004F0535
020AD0AF 0049A5E6
007D177C 01F57B59
0014106F 023211EB
00030767 011F2C70
00C4245F 0050C47C
018CDFE6 002FFAE5
006636FD 003CA5AA
01F6BC99 000D4238
00D035A1 004C8E95
004634A4 0023C975
02ADA115 022732D2
013FD7D0 01EDA523
00681593 010C568B
00321395 003E79EE
007B003B 0049BD51
03213433 00CF40CA
00D55746 00A6E09D
00E5180D 00AA083B
00D621FF 004326DD
002231E4 01A1534F
00D13082 0029BACE
006E69B4 002B2180
00D84D6F 024FB039
009A4D7E 0039277F
015F485E 01B0D843
035877B5 01F8BD86
00C848AB 01C91B25
011B2CDD 0001C3A0
01E99811 0051D424
0144A751 005E74A2
01EF7757 00894922
006E33AA 00283708
00AD2144 01494CBF
0345BE58 008F78B6
002E8C4D 02891553
02CD205B 0056BD57
014BB052 00CFAFA5
0266C845 00B52283
00547D4A 005B0D5D
0234FB3E 008B55B7
0079C2DA 00558914
001F9AAB 0033CEF2
00482F4A 0154D022
01C72283 005B6C2E
0005358F 00446518
01950251 03BD78F8
00921864 002CF59A
0059295D 003E792B
01531F4A 001BC707
000A38A8 01660567
00029B6C 028E4CDF
00F65624 000C1B1F
00BF570F 0067E3FE
0142E0D9 003341AD
0087F665 0005FED3
02EBCC26 0389BE95
0046E8EC 00D5AEC6
01361289 01FB0730
01496C3B 0038E3D5
004FEFAD 0019AD5E
00685488 0000DC9E
00856FD7 00ED34E8
00736B48 00FE2740
01812E0D 01011E26
028FA2F8 00C7C653
004ACF93 01BD7B5E
02CE0ECE 01D5702D
001A3202 0182F456
0354A575 00A4EAFC
001F94F3 0028541E
01C3E53A 001FBAC1
0058B691 01351724
004ED5CC 006F3C3C
008A8867 019BE2F8
01CC76C5 00593132
01655E5F 00ABA727
00D8D446 04DF0B74
0082913A 006C053D
0144ECAB 002561FC
00CE9E18 00DA55E0
01660C2B 00F859FC
004A2C4E 010A5831
000596A2 000012BF
01744D21 00905D0C
00B322A0 00806E9B
0085C323 005C6AAD
007D1DA3 004AEA19
00D60567 0227A399
00E485AD 00C51DDB
000FBF1F 037A24FF
015010A9 003685E7
0023D85E 002E9586
0042F471 000C666D
0025E31D 002F4794
01C99A19 00BD6B9D
00AC17DD 0016B140
02C4D0A1 00398F89
0284D45E 022FD0D9
010BA6CF 002C16C1
0022B52B 00A2E2EB
0075C862 006574A2
0024CFCE 00113D94
01367916 0049FC72
0132260C 0347EDC2
005B41A2 00E5D51B
0232AD68 0147D1E5
000EE410 006A0E28
00202335 00BCB9BC
00131A77 01A3E6BA
01EF06FF 00994FA7
00BD2BB7 013FE75E
000DCE48 01556785
0108FE4B 0096F942
00490776 034858E0
002D0132 001DD04D
002D1EF8 006FE31C
00718849 01DC1DDB
0090FB70 0076FB5B
00F74ECE 03A85F26
02CAEF04 0012F7D6
001D3CBC 011A43B1
00D4FEC7 01DBBC4D
0196459C 00AEC4B6
00D9C1E0 008BCBD7
0166AF3A 00F14724
00A3901A 001B229D
02A56967 00CD78F1
019404BF 0009AAE0
0023A829 002A9C5A
00414EF6 01D42688
01256A46 00A94A27
00242B89 004ECA5B
000B97B7 00F8F5D9
00AAD50E 00615751
02E44C77 00C1515C
005CE409 0141FE77
02E66931 00DFE7CD
01797627 00115687
000CF439 008667D5
00611208 0055A0C1
006F3BFC 00325B8B
018076C9 0018D57F
004BAF9E 00787832
006006A2 0013E5FF
0124E58A 0180C371
0017D736 00A077E6
00A658E7 01F707F2
01B08B7E 01E8095A
00696F52 0011F750
0085D719 0016584D
023710AD 005E6439
0008AE25 020DCD63
01078233 00AD1642
00DFCF09 001FAE85
00D94BE9 01D839C0
011E7111 00F7A48A
025B2DE1 0163B7DC
00079F4E 02270676
00323D5C 011ACBA8
003410D9 00584FE3
00E332B1 00924605
014CAD1E 0280449A
02280A27 0324AED6
01B89EA2 00E39546
02867A5C 015D8919
011577CB 0332DF04
0093F4B6 03A613E5
00BF03C9 00A32BE3
00ACD492 041AC95A
00797649 00F9D464
01A8AA04 00BAAAF2
01DF133B 001657D5
034FFB56 00FBB8BC
01287E9A 00269268
0114C283 0113D8B0
00A1478C 0430F288
01241B91 001724AA
006C948D 010DCE13
004D5AA0 003460BE
00C08A17 022544E0
02B05669 00154CAC
0118DF7B 064FD331
028D9EF7 00E61EB4
003F4C3E 01D34081
005EC825 007DC967
001281B1 01130D61
010099CC 00F32893
02425A75 00763065
000AC8DA 00893E74
001A48A5 0098CC78
01B4A93C 01057980
0084FB52 0043B84A
0038F8BA 025539F5
0316A9A5 006B08E2
00F43B2D 00160878
001C20F9 01501FAD
012F8589 02004532
00572363 009226DE
007E7523 00D1FFA8
01BE3AEE 040644E1
01175460 005B6960
01031061 0050EEB5
00D86FC2 0114EE2F
00457A89 0145C9CC
01DC592A 000EFE93
001B7271 0123A8D3
00167117 00588F92
027EC102 001C84E4
000F2954 005BD1CD
02BF902D 00251F85
03C45034 01687994
00DDC204 04873CF7
00F11747 0069EAF8
0107B871 0018180E
0056577D 00E12296
00CBA6E9 00378F58
007C6535 00291965
0020847F 01BDD68F
011FA453 04F7DA51
00B2F187 008D24C9
012A6F5F 016529C5
0058C61C 00546519
008C8673 0083236D
00C19B70 013B853F
000360FA 012DB5FD
0151D547 00BD2F01
032C529D 001F4788
00503B29 01F6A364
0031C7A4 00E1FB49
00B0F55D 000DCC47
00FA6CA8 01E50447
00F60D42 03F077A4
0137805E 00831F0A
0028070F 00946895
007DD836 000F0F05
00ED1417 004F9B5B
0049D23F 00425815
00CA7E93 00447A59
014F5747 003C2759
00038297 00C66CB0
001C2C63 037F9334
009E44D6 006B4350
004E9598 008A7D15
0136BAD0 00435B5A
004ABA92 00E4A840
0017E4B4 004F0C88
007B4942 01787C78
0111D4A9 00D167D0
0178BD6C 0082963F
01E0BCD0 02947675
00DFFE60 00C12140
009DEED4 0006E6A2
000266F5 009608D6
00C222B4 0359AEA4
01C74033 04572C00
01998FA3 00FC8884
0122E4F8 005141E4
00DB0671 00D76AE6
0075B259 0019EEEC
00088D76 00ADC42B
00B56949 001CBAB2
00B9128F 0097E3D9
00402AD8 00CEC5AB
0042706A 008C0CF4
00B982F5 0007B66C
00437C85 00469E1A
0051E41A 013FD8B7
03A4CFD8 0241AACE
00C53BC7 004B6E99
002617B8 011D9735
0102131B 00A7A7B3
00FA335A 0018B283
004BBD84 0220A950
0008F2BD 00A9D1BB
0084C2C4 015AF0EF
004881A4 0174209B
00C75C12 013C37B1
025EF5D2 00E7C6B6
00562C44 01024CDD
00EDF6CD 01177692
003C67C5 003501FD
001EE81F 0072C017
01B1B877 000A20E1
00C6DA44 00F7096A
00099555 009B4DF5
04311F20 01EB1B4E
0098791A 004EE055
000BFDAC 0296ED6A
04314B61 0092C0F6
009D8C93 0377282E
001462C6 00152792
000730E3 012BBB65
00BDC066 004E4E1D
018DDF8F 0066F99D
01770C70 02A4B54A
026F98F0 000C2132
0030A8B3 00B54905
00443328 008FFFAF
00DB2FC2 01F6E316
03784020 039CF789
0166351A 02B954FC
001A4E51 000D24CE
014FA66A 01B6CA0A
00F564E5 0077CA50
00D66208 034AA068
00C1EFAD 001D601B
00D80CEC 02443788
000A70ED 01323990
00F5787F 0085C942
005D0C1A 00467E3F
0094F8E6 007C5CF2
00379179 00E70518
006A3AEA 013B97A9
003265EC 00B38506
01FBE018 007CE15D
01245A3E 01D1CBBF
03A2736F 0065445A
00113818 0145FA7F
00567C21 01640EEF
015E323E 0174F986
00D3E2E3 001E33C6
036558F5 0082ED75
0105DCA7 001ED8FE
00120EA7 02BED32B
02911248 002D55C4
00EE1F6B 01637E6F
004783CF 01468AA3
0042B072 028A112A
016DD758 021F1CF6
0052006C 0265D433
01982400 002DCB4C
008403D1 00F73274
01340F11 0069F5DA
004D9727 02F92A42
02D3137B 010EE91D
005B6B26 00616119
0071A698 014921ED
0006B15B 012C1B18
00D4C6FE 007C140B
009D2C92 01B680F4
0346844C 00299251
004C3918 00A1539C
00C60E27 002C2124
01165024 000C4F52
0019671D 016B4DF6
008F7B7A 00427691
018BB7E4 0034DB32
00192458 01CF072A
015E850D 008A1DE9
01C453C7 00AF5EBA
01F470C9 00D0A4DA
002E0B9C 009D21B1
009FC7E8 00068FFB
0101F149 0077BC5D
016D0DDA 00D718A6
00F62567 007207CD
0028B870 00339CCD
00347BFD 00AE6CF6
00528652 00A2111C
010C2138 00300A93
010EB25A 00FE1C89
00B5EBAB 033B6883
00631AB0 00A256E1
048FB993 005B5808
0032E7BA 01ED97EF
004DA7EC 003A062B
032190E0 068D6450
006B3B1D 028CE467
01C7033B 00EC7F9F
01A6AB50 00C05B8B
00EA9E8B 000D598E
007E4C20 0085E548
012E4E9E 00AD50C0
0145388A 012E1B2F
00861330 0023EF7E
003CFC3A 0042BDB5
01E3E08E 015B4225
0191F765 003619D8
03B77BD7 00387BFA
007EDDA2 0065127D
0092E55F 0185070F
0184FEB5 0062C274
00D83EE3 018DFEF6
0067C813 0313BABF
00311BED 0032A7F9
00229C34 00009F69
00DF6BFB 01035941
00EC8DF4 019E52BB
003B70A0 00A0BA9E
0157F2F1 05985CB3
00B03D2C 00C591A9
011736D0 022556A9
00241CF0 00205869
015E4ADE 000C7BCC
019F0EA5 000733CB
0074D4A7 01C6642C
02C0DA67 02AF1651
00B6090A 00C6CB67
0009A4B3 006C1ADC
00482579 0164FA88
00D99BF6 0045500A
01E29894 012A7513
00CAC395 007E15C6
00895DB0 01930D07
00529BF9 00058347
009DEDFE 004FF602
008B1089 007D70C0
00304529 0014886C
00C5FC7C 00EC6E92
0131526D 00E48A02
017B3581 0015E989
001D6FDE 0228BF40
00EC780D 00217AD0
001A5D99 000D63B1
001A2E99 002EE4AF
02160395 01B70639
02436836 035AE767
029251DE 005152B5
0215EE69 00481DD5
0170B28D 00CF8EED
01479038 04FEEE66
00BC8175 001B31C4
0049D86A 005AD9D8
019232FF 00BA8051
018DE6F2 04FAC7A7
00968EE8 01070726
01252916 0206001A
004494B9 0220E2A8
00E90B1E 00227D40
0033F685 014CB0BD
00B5A5BD 0042F741
0052A3FA 0444EF38
005AB739 0066FEDA
01741D08 001D6F55
00B549F4 01034588
025DD00F 009A6955
000D5C0A 0041FBD0
02DC30C5 03A69FB8
00068A92 00F8EB84
00FD7183 018E063D
0151CB0B 00B07FEA
011B50FD 02946BCD
00564814 00289E8B
030F0DC5 00CC675E
00E40D8C 001B2FC5
01BB705C 0142BCE6
0107FF14 00C02A6E
00117206 00BF5B16
01EE7071 02CCC8D7
0014E242 014DD922
00BC9C50 006F75C7
00DCD494 00E31AF9
04BBB3CF 019FD726
0082A12E 015A58CD
002D2553 008D0083
0100AABD 01618593
0015CCCE 0083FC4C
001432A5 00833FA1
010DE77F 00011B3A
00615920 01EE0F5E
000CC126 003072E9
01B5D84C 006FAAF0
023C7EF9 02A30B2D
00031AE4 0361AF4E
00281000 00397059
01E13C1E 00D1A038
003412D4 012528A1
0024C847 0082ACCB
00765423 02FA9AC9
00B49409 000F52C6
0151B2A5 0029ADB1
00B08A6C 04A911B2
00CB0B6F 02A96336
004D6433 008065A9
00705B03 00BD59A3
01418C48 0071452F
015A9DA7 010CBC7C
01E700E3 00F1019B
00C9BDB7 00520DFB
0266B715 00C75E49
0146817B 029DA729
007425F2 000D71A7
008BE1CD 0153B707
0192E130 01B07C7B
0047691C 01FF911E
0251142C 0045FFA6
00EAE5A5 01ACDACB
01B5C70C 02741125
006B2AB1 0189AD85
00EFFDC4 00259542
0035E804 00362A0F
0063DD7C 0204D869
01313D82 01D9707A
003975DF 0010419B
00457B12 01DCF434
0109FB1D 0061B914
00991AC9 014EC25E
0254BCC8 01BAB9A6
003C01EE 0113B621
0161ADD5 00365506
0032F1DA 0148566E
02D973CA 000577A2
00732B66 0186A438
010FA0AF 0018224F
009D5B1C 01CEF125
00DA4FE0 00053BBD
0136A23C 00700171
0291D05E 00C3B191
00E7A939 01B039A7
02BD0874 02512D86
008B86F3 00B1E176
01AA624C 0135C953
0134CDF0 00A8B88E
00E689A1 012D2C91
00453F93 0020BC02
01687025 007F54A5
02930484 003E93CF
0050B657 016E70E5
002DFD03 02788924
0146C377 00CF605F
0006ED4E 001293A4
018595A7 0065DFFE
00A8F557 01C1B75F
005F01F0 015C872B
018000C7 00AD53CC
00EC6AEA 007615B8
03D74466 0005DBF6
015CD6F4 0050953C
00080164 009650F1
007FB54B 000162A4
005AD9C2 006B737D
0156623F 007E8DEF
0172BD8E 01CD72B4
00220F13 00BC551A
0025FD59 003F8D45
0181995A 012E6E97
025FCBED 00F59259
00710B9D 01321C29
0018F89F 00C19B40
027265CC 00929FE4
006878A7 004E66CF
0259C08F 0012D2BF
00F317C1 00B5A54D
0092EA1F 012E2A5A
01265712 0162B628
002E8E21 01812564
00EB1BB7 02019851
00A689CC 00B288E4
006F60EC 001A5B17
0014B0F2 001A10E4
00779A65 0030C390
022E299E 01DB4F6A
0021BF4F 00680AA0
002788BD 018695A7
000FD6C6 00C01310
011667AE 00651650
008C7FA7 0004E2D1
0018401B 02FD6A85
009AC531 00C95F9D
0149A549 00597AE8
00073867 00A5D6E5
002D06A9 00BA1600
00807D85 031867CF
04D3AFB9 016B79B0
00928AFE 01106540
010B27F9 01F95CCF
0056A6DE 003E266E
0025AD1B 0027CB8F
0105890C 011187A3
00706D72 0003F1FB
0067E0F8 012E8065
02E07BC1 0281A8D5
02F84ECC 01C813B7
03454A74 003B1F83
001139E2 00242D44
00EA125E 0046B2E7
01956241 01073C91
0063781F 0021CB60
0070E38B 0049A578
008711B4 003A1C05
01FB730D 01D7A4FA
00D8D7EE 008CFF73
032619C3 02171F35
031447EC 00B0F8D0
01B86864 034B7E91
016DF51F 02FAA59E
00382BEA 00E47241
00CCED5D 01D3638D
014E6F1A 006A4573
00282FBB 00C8C110
000989FC 00252933
02CCCBF8 007F9300
009BD8F3 016D2CCB
003ABEE7 00561333
00EAC6EB 000FC273
00F55C05 01592467
008AF70A 012CFD87
0055A82C 0001CE6E
00626D0C 0014C0AB
00392B67 0047541B
00A824D1 0112F7C6
005B2D99 00ADC9CF
00043A68 002F4F30
001724A0 00922827
042C9EED 0012A382
0071BDE3 004FBAE2
01025B13 00CD78F9
009D0230 0418D2F7
01155F60 001053C2
01E10246 02949AA8
00C3BE26 000B1D2B
00309F4B 01224DD0
003864C2 00083AA6
0041E599 01DDA244
021A33DA 0104D2B7
01DB1223 00616320
002057CD 00206C90
0059F797 00E1381D
024484E3 009DF33E
00A889AF 02543E1C
0231C996 005DC678
026DE902 00049532
001596D5 004C7BB9
009A4C77 00D41339
00B87A63 0035F830
005AA44D 01637031
01D78730 00BA4276
02D6243D 02BBDD94
001FAC64 015FE7FF
003725E0 00779216
008A6C65 0015D7EA
000F80CC 001438C2
00A447B7 013BF8D0
000CCB34 013B731F
023AC003 010EA9DF
031D4CF2 00C30D1C
000C3DDE 0045DF55
00240AC2 00DB9052
00212469 00EAF7B8
011B5657 0005FB6E
02B49361 00A8C084
00743DD1 0291C725
00217776 0084007E
0097182C 00065AAB
0231EE1C 03FD22A0
011081DE 00E7DD1A
014D2E27 00380D31
01579216 00BB482F
006C6EC3 0113AADA
00EE158E 00416990
015532F3 018CD4BC
0005A065 00CB5941
0000E4A6 00CE987E
00526DF1 00B1701F
01FF7802 001AA0B1
02A291B1 01758ACE
00C2EE77 007AEB71
0090672D 000C4717
00056AC5 0105D179
004DBCAE 00DE782F
0707DB7F 00845361
00A48398 01A7CF09
0010D3EE 0073E2DC
00FE81A1 00AD56E1
024D0758 001460BA
01596123 001B646E
00B33DB7 01D7B722
00FE76C0 006A2039
006548BE 016C5C55
007496E9 044C94AB
013B9227 0030F73E
0153C369 00592C1D
016C06E4 015817C0
00846303 00F7757F
0007782A 005ED242
02F5B837 00CAA31F
006B6245 0195973A
0007E851 000BDF84
00C79955 003E40BA
013E03F8 002E0D6F
0037844E 015346F2
0095FB26 00FBEAF8
0010E506 02AD7D40
0051797F 0008FFBF
0062F9CD 00418C4B
0012CEE6 00975596
0008EAF6 00835545
007EF77A 00147FC1
0263F22E 009D8EE3
001C0001 0009B40F
00485B7F 004CD8F7
00230E44 002DD355
00674652 0274F17C
0049D697 00441D67
0044ABBC 0081E999
002867F0 027EADDF
01A19214 0000A15C
01EDD720 0133EFB3
006AD606 0008471D
013D8562 00A06CC8
00EE3C2D 011F5AA5
014422FC 00420B66
002D9E10 0082E404
0014EF86 0067ED45
00D174CC 00BFAD6C
0064BEA7 0251B696
0022DE75 00126BFC
0011C4D0 0148AEBA
0192A26F 048FCA17
02CCB4A3 02D98003
0131867D 00F65199
00440812 00257653
009F9924 00480B86
010CEDA9 0053750B
0010F7E0 0113FE1B
00000250 003E735D
01BB85D9 00C81FEF
008DE413 0135EAC5
0109A9F3 03887915
01E12962 020F3A26
008545AE 0077E8B3
0001FE92 03988AD8
017567BD 006FD60B
01C6F6AF 009FC0DC
00BC39D6 0239E0BC
010B64B4 00252C18
0043250F 0109A233
00ACF88B 04233B1C
013797C0 0132AAA4
02461879 01F78CFD
00BB301C 024A0F23
00690FF9 019137EC
04363A27 00A4686C
010994B5 00376CA2
009702EB 017372AC
0068D916 0011F6A3
01918A78 0069DA58
0090AA99 000DCC3D
019EFAD4 0131228F
0112CDA0 00CCF8D4
01D9E68E 01E8F3B1
0041F852 005D665E
002CEABA 002369F7
010F3331 0054494C
01EA36FD 02889907
007D9DEE 0007340D
012B0E65 00A8A732
011C4EEE 001E7DCB
01AFC032 000D0B23
009A57B6 002C5529
019CF114 03B78521
0063E6B9 000184CE
0072D05B 009A22D6
03752FD1 023F92AC
00A643CE 00292739
00AF22E9 07B2BE90
004CFBBE 03DCBBA7
0104EB2B 01051AF6
00C76857 00C97CB9
02E45654 006230E2
026EDE08 0060F09A
03428FED 0268A19F
017E0C88 00BCAA5E
007392F7 0043027E
008D2DC5 02BE693C
00971A89 00A83F39
01BB24AE 0084AD61
02580F97 005F4AAB
01710B0D 018A750A
0061E8E2 001ABE93
00229BCD 00148975
004DF0BF 01F329E2
009D32D0 0051F471
013534C3 01BD1BA1
00E23C13 01C3DCD6
03C91311 01C2DD83
0268CC27 00749D37
002E5D52 000F1B27
00131165 008134B0
005062B8 01546C6F
031ACC4E 02DBB990
0004C173 00323DD2
0082D91D 0312598A
0113B38E 01BDD0AD
00B8C7B2 0128B1FC
003BA004 00186D45
00E2B527 00350322
00A6A59F 0035BC69
004D86C6 00D4996F
00CF7566 010F2C42
00C189FF 00767928
018043E4 045DE4AA
00E9DB62 01560CD0
00274FA4 00F4B5EE
01CCC70B 01C1F3D4
0435540C 00F8A0BF
01673C8A 0065F38F
01F92307 002CF875
00533653 0092DB8D
00899878 00345DD4
00DF2396 001FF47B
0116C79A 007FB75C
000503CC 00B96E6F
0038B3D5 00B422AE
004F29F4 0058B81A
001B167C 04875276
0082B8C2 015D8B85
00C79C41 03356FEE
010363D3 003E7328
01B1E705 00BAC988
001FDF2F 002B235E
016F3FA4 026A7D17
0283467D 00038EDA
0020DA2C 0069732A
00D5A9DA 022272FB
00457F70 0167FA2F
00D69045 021F35E1
047063DB 0061E470
004F3C73 00156116
01823E69 03EC8782
01220CFE 00A6391C
01B6C135 017033B9
000A8C83 01D38439
00335F41 003C080E
003A78F5 00DB3164
015B258E 0070DF09
00328926 010D795A
01E070D7 0271FB42
00D02063 00A7DB44
027EC5FD 03F535A7
0061815F 006F0AFC
0021C771 01BADBE1
001DFD55 000ABECC
00C72015 016FAA86
017AFC44 00347456
032C10C1 001E9D8B
015AD4F3 0046283A
00BB6F5B 00F06974
009A6DF3 0041DC20
03708D85 003E3B4E
002E207B 0034E23E
00528262 0010F8C2
0054A0DB 0059E5F8
00CE778E 0176DBFF
009EF512 01B9BAC9
005964B7 00398E92
01171A71 00D4CE54
008572A6 00F514A9
007BBA45 00319A75
01423C6B 02A271FB
000A7575 001C9941
0002CAF0 037E68D3
00B23112 0197E8ED
01CED57C 002A8E02
0255E346 0005682A
01E4004D 033A8E39
0039B7D8 001DEC06
00598C0E 00B27D7F
0033330E 0135D98C
001B36CC 0035D600
0212E1F6 006AB102
